Disposition,Orbital Period,Transit Duration,Transit Depth,Planet Radius,Star Eff. Temp,Stellar log,Star Radius
Planet Candidate,19.3203478,4.2150000,13910.0000000,9.3896400,4968.1000000,4.5000000,0.8000000
Planet Candidate,14.8559691,3.7110000,1127.0000000,2.7263800,5544.0000000,4.5609000,0.8600000
Confirmed Planet,14.4751062,1.6182484,9618.5798534,8.6976173,3841.0000000,4.6936400,0.5503500
Confirmed Planet,9.6141636,3.4271882,933.6532689,3.2264735,5477.0000000,4.5707000,0.8406080
Confirmed Planet,4.9404714,1.9540000,455.0000000,2.3216000,6086.0000000,4.2626900,1.1300000
Planet Candidate,9.6926392,3.0182304,1838.2370548,3.2890740,4665.0000000,4.5618200,0.7460030
Planet Candidate,6.3908880,3.7660000,435.0000000,2.4720100,6191.0000000,4.2701700,1.3200000
False Positive,1.2832510,2.0122610,1961.3182030,2.5581120,3855.0000000,4.6849900,0.5603910
False Positive,1.2284388,1.9190118,1229.4965125,1.8662630,3526.0000000,4.7110500,0.5302300
Planet Candidate,0.6166953,0.7120000,1089.0000000,10.4852000,6588.0000000,4.1855000,1.5700000
Planet Candidate,9.6001126,4.9882857,380.4193796,2.4070295,5891.0000000,4.3016100,1.2103699
Confirmed Planet,2.6998294,2.2080000,2798.0000000,4.9455100,6180.0000000,4.5795600,0.9200000
False Positive,0.5813220,1.3261177,3206.6010016,2.2014886,3446.0000000,4.8394100,0.3862100
Confirmed Planet,0.9809720,0.5405036,6178.3924210,5.9162923,4486.0000000,4.4991400,0.7644010
Planet Candidate,7.1619900,7.6680000,800.0000000,5.0545200,6229.0000000,4.0000000,1.8100000
False Positive,1.4412175,1.6660000,12927.0000000,17.0442000,5672.9000000,4.1300000,1.4600000
Planet Candidate,1.6849938,0.9160000,990.0000000,3.7671600,5923.0000000,4.3800000,1.1100000
Confirmed Planet,3.9152737,2.5620000,3350.0000000,9.4343500,5714.0000000,4.0500000,1.5800000
Confirmed Planet,3.1968838,3.7533697,7958.9806560,14.9685779,6470.0000000,4.1500000,1.5971500
Confirmed Planet,3.9443668,4.8652146,6732.4884540,14.5727196,5494.0000000,3.9300000,1.7547500
False Positive,3.9303400,3.6670000,9724.5800000,14.8838000,6292.0000000,,1.3700000
Confirmed Planet,4.5371361,4.0421550,4199.7558754,9.8153513,5731.0000000,4.1000000,1.4866800
False Positive,5.9294050,3.7190000,16410.0000000,,,,
Confirmed Planet,14.3392144,4.6064739,392.6346872,2.2963233,6295.7000000,4.4380000,1.1374201
Confirmed Planet,6.0964074,2.3632965,1142.4891745,2.5856853,4820.4000000,4.6000000,0.7316990
Planet Candidate,,8.0555709,2143.3712267,4.2582550,4820.4000000,4.6000000,0.7316990
Planet Candidate,5.6666168,3.6040000,9780.0000000,14.8589000,6530.0000000,4.2300000,1.4700000
False Positive,1.5602900,2.7510000,1690.0000000,18.4825000,6897.0000000,3.8900000,2.2900000
False Positive,8.8735214,4.0590000,1949.0000000,6.0401000,5992.0000000,4.3400000,1.1800000
False Positive,7.8513774,6.6990000,21571.0000000,,,,
False Positive,7.6869063,4.6520000,4500.0000000,23.7824000,5147.3000000,,3.0700000
Planet Candidate,2.5346120,1.9780000,5185.2815163,,5009.6000000,,
False Positive,1.3797091,2.3520000,1320.0000000,22.2329000,5924.0000000,3.6800000,2.6700000
False Positive,1.4986100,2.8710000,2188.6100000,,8590.0000000,4.1200000,
Planet Candidate,6.2407826,1.5130000,6114.0000000,16.0959000,4174.0000000,4.3419700,0.9000000
False Positive,2.6796000,2.7710000,7590.0000000,11.8862000,5938.0000000,4.2300000,1.3200000
Planet Candidate,6.1406417,2.3525428,9437.1831553,26.5174686,8298.0000000,4.1900000,1.8749300
False Positive,11.0765063,4.6920000,4400.0000000,12.8076000,6460.0000000,4.0000000,1.8600000
False Positive,0.6193401,1.5140000,1853.0000000,8.8413600,7812.5000000,,1.7900000
False Positive,2.6400663,3.3680000,1328.0000000,18.2671000,5155.0000000,,2.7200000
False Positive,2.5778717,3.4720000,1010.0000000,18.6870000,8321.0000000,3.7500000,3.1600000
False Positive,3.8050900,3.3470000,1280.0000000,8.5719300,6555.5000000,3.8300000,2.3500000
False Positive,2.9904100,3.9520000,1290.0000000,24.2511000,8542.0000000,3.6600000,3.5600000
Planet Candidate,4.9865029,2.4410000,1341.0000000,,,,
False Positive,0.8909670,1.7840000,1100.0000000,2.8967800,5159.2000000,4.5000000,0.8700000
Confirmed Planet,2.1096805,2.1344043,1309.7297126,3.6396725,5673.0000000,4.5538300,0.9408060
Planet Candidate,3.9729429,3.6530000,4558.0000000,,,,
False Positive,1.1988800,1.5580000,1169.0300000,20.5525000,7315.0000000,,5.4600000
Planet Candidate,3.3764400,1.4370000,5791.2000000,,8639.7000000,3.9600000,
False Positive,2.0390500,2.2600000,430.0000000,6.4230700,9003.0000000,3.9400000,2.6800000
False Positive,2.9424142,4.0730000,1400.0000000,9.7096800,6854.0000000,4.1000000,1.7900000
False Positive,1.0793011,2.1960000,1562.0000000,3.3111600,4349.3000000,4.6200000,0.6700000
False Positive,8.0428575,9.5040000,18730.0000000,,8286.0000000,,
Planet Candidate,3.9392211,2.3790000,1468.0000000,27.6744000,8715.0000000,3.5500000,4.1200000
False Positive,4.0157492,2.7060000,1150.0000000,6.4721900,6585.0000000,3.9400000,2.0700000
False Positive,2.0197600,3.3940000,3963.8500000,7.3626000,7274.6000000,4.1800000,1.7200000
Planet Candidate,8.1995368,2.1168277,903.3694431,1.9226211,4028.0000000,4.5590200,0.6505330
False Positive,1.7480540,2.1220000,670.0000000,,,,
False Positive,2.6564600,2.4750000,773.3690000,12.1711000,6135.4000000,3.4000000,3.9800000
False Positive,2.6568800,2.6150000,1959.8800000,,,,
Confirmed Planet,4.7201912,4.4160000,6710.0000000,15.2105000,6696.0000000,4.0800000,1.8000000
False Positive,4.0334900,2.6840000,1530.0000000,23.4514000,11348.0000000,,6.3700000
False Positive,3.3295394,2.7700000,2620.0000000,14.3988000,7965.0000000,3.9800000,2.3500000
False Positive,3.8615978,1.6780000,1020.0000000,13.8394000,7396.0000000,3.8900000,2.4500000
Confirmed Planet,95.1740000,11.6316864,2600.0616050,7.8498891,5723.2000000,3.6000000,1.5181100
Confirmed Planet,8.8803281,2.7100000,1238.0000000,3.2059400,5555.7000000,4.4900000,0.9200000
Confirmed Planet,28.5804740,4.5139977,1081.3969430,3.1455035,5555.7000000,4.4900000,0.9204350
Confirmed Planet,38.3511223,5.9120193,1029.0917261,3.2843583,5555.7000000,4.4900000,0.9204350
Confirmed Planet,1.4015183,1.1583061,593.7540922,1.4616853,3794.0000000,4.6781200,0.5970070
False Positive,8.5874668,5.1458902,1904.8131484,5.3744721,5929.0000000,4.4827500,0.9875830
False Positive,6.4474918,2.6430000,9270.0000000,48.9878000,6477.6000000,4.1300000,1.6900000
False Positive,1.4136455,1.4480000,2427.0000000,,5869.0000000,,
False Positive,3.4040139,4.8370000,935.0000000,5.3427900,9622.0000000,4.3900000,1.6500000
False Positive,13.7432169,2.7300000,5046.0000000,25.7481000,5941.5000000,4.2300000,1.4000000
Planet Candidate,8.4713400,6.9890000,540.0000000,16.9325000,5146.0000000,,4.8800000
Confirmed Planet,5.5025577,3.1711008,844.7022676,2.7049797,4965.0000000,4.5600000,0.7841090
Confirmed Planet,1.7622537,0.8779711,733.5550822,2.5235818,4965.0000000,4.5600000,0.7841090
Confirmed Planet,0.8474218,0.8758764,424.3932848,1.7536544,5300.0000000,4.5600000,0.8463870
Confirmed Planet,4.8420438,2.4105648,318.6638392,1.6177405,5300.0000000,4.5600000,0.8463870
False Positive,2.1405600,2.0290000,355.8315803,1.8382800,4567.0000000,4.3900000,0.8400000
Planet Candidate,12.7167200,2.5290000,388.1260000,2.7546000,5711.1000000,4.2400000,1.2700000
Confirmed Planet,4.1269046,4.4050000,10831.0000000,17.0952000,6888.0000000,4.2341600,1.5900000
Planet Candidate,5.5402372,7.7130000,2710.0000000,17.4013000,6415.0000000,3.4900000,3.3900000
Planet Candidate,5.9294089,2.9280000,14536.0000000,,,,
Planet Candidate,5.2958813,2.8820000,5100.0000000,13.3622000,5958.7000000,,1.9300000
False Positive,4.4350025,2.2520000,2085.0000000,9.9139300,9706.0000000,4.2900000,1.8700000
False Positive,1.4287976,2.9300000,1768.0000000,9.0048400,9224.0000000,4.3700000,1.6500000
Planet Candidate,2.1702725,2.1417853,5156.7735359,15.2590586,9218.0000000,4.2700000,1.8527499
Planet Candidate,24.2544697,17.4860000,8802.0000000,,8381.3000000,,
False Positive,0.3375900,1.3510000,529.0000000,2.9609700,7387.0000000,4.3900000,1.3700000
False Positive,1.6734600,2.5400000,390.0000000,5.1018200,10445.0000000,4.0900000,2.4500000
False Positive,2.5152549,2.3860000,1870.0000000,13.4294000,5915.0000000,3.8200000,2.1100000
Confirmed Planet,0.4628844,0.5588219,4489.9119215,1.3543237,3043.0000000,5.0970700,0.1886240
False Positive,0.7090200,2.4900000,570.0000000,5.1886500,8999.0000000,4.0500000,2.3600000
Planet Candidate,2.2374620,2.9910000,4281.0000000,10.2256000,7050.0000000,4.1900000,1.6600000
Planet Candidate,1.9173816,1.4660000,664.0000000,17.5081000,8129.0000000,,7.3900000
False Positive,9.6926509,2.8190000,1393.0000000,13.5133000,6012.0000000,3.3900000,3.5100000
Planet Candidate,1.7753644,2.0340000,878.0000000,9.4940500,9598.0000000,3.8100000,3.2300000
False Positive,1.8286961,3.3700000,7283.0000000,21.4433000,6046.3000000,4.4300000,1.2300000
False Positive,14.8626982,3.3250502,8264.2193919,26.5090911,5705.0000000,3.9700000,1.7336400
False Positive,2.0881134,2.3070000,730.0000000,5.4173800,6255.8000000,4.1100000,1.7000000
False Positive,1.2556200,2.3040000,290.0000000,2.9506400,5717.0000000,3.9700000,1.7200000
False Positive,7.6047417,5.2300000,1200.0000000,6.1441800,9139.0000000,4.2900000,1.8000000
False Positive,5.2651271,2.4630000,3450.0000000,11.2446000,8728.0000000,4.3200000,1.7000000
Planet Candidate,5.0095595,3.3530000,8700.0000000,36.2553000,6527.0000000,4.1100000,1.7500000
False Positive,6.1600888,1.6700000,1120.0000000,8.2226200,5772.0000000,4.0700000,1.5500000
False Positive,1.0688400,2.5120000,470.0000000,10.3628000,9222.0000000,3.4200000,4.9400000
False Positive,5.4561177,3.1000000,1360.0000000,5.7874100,7465.0000000,4.3100000,1.5100000
False Positive,1.7380504,1.4960000,956.0000000,4.4226300,6026.0000000,4.1600000,1.4500000
False Positive,1.9914300,4.1360000,16745.8000000,,9458.2000000,,
False Positive,5.7785318,2.3480000,4990.0000000,42.6903000,8224.0000000,3.8100000,2.9200000
Planet Candidate,1132.0244686,4.1190000,18121.2000000,30.6957000,5984.0000000,3.9800000,2.0700000
Planet Candidate,6.1982658,1.9120000,3896.0000000,7.8458500,5722.0000000,4.3558200,1.1100000
False Positive,1.4107200,2.6230000,500.0000000,8.4993000,5197.0000000,,3.8400000
Planet Candidate,6.5601782,4.0580000,2474.0000000,28.2675000,9976.0000000,4.0100000,2.6200000
False Positive,1.5327030,2.6980000,1250.0000000,10.8699000,6023.1000000,4.2400000,1.3900000
False Positive,0.7131492,2.4280000,450.0000000,4.8971200,5128.9000000,3.8800000,1.9300000
False Positive,4.5231800,5.0990000,25109.1000000,,,,
Confirmed Planet,25.8386422,5.2090000,1806.0000000,4.3123500,5769.0000000,4.4300000,1.0300000
False Positive,0.7838100,1.4430000,426.0990000,3.8959500,7842.0000000,4.2200000,1.7200000
Planet Candidate,3.0626240,1.7670000,580.0000000,,5086.8000000,,
Confirmed Planet,11.0708575,2.1937617,1149.7328034,2.3337648,4356.0000000,4.5349100,0.7007270
False Positive,2.6380089,3.5500000,1683.0000000,12.8098000,7495.0000000,3.8800000,2.5000000
False Positive,2.7260173,2.7030000,1165.0000000,4.9803600,5256.0000000,4.5900000,0.7900000
False Positive,2.8687600,2.4220000,1030.0000000,8.4835100,8342.0000000,3.9000000,2.6500000
False Positive,0.5590256,0.6880000,660.0000000,4.2285100,,,1.3500000
False Positive,2.9581480,3.7690000,980.0000000,4.4738700,6294.0000000,4.1300000,1.5800000
False Positive,0.9873600,1.4640000,370.0000000,3.4178400,6301.3000000,4.0700000,1.6900000
False Positive,3.9930700,4.7830000,3892.8100000,6.3512600,4731.1000000,4.3500000,0.9300000
False Positive,8.6795072,3.6280000,10160.0000000,24.1320000,6057.0000000,4.4300000,1.1400000
Planet Candidate,6.5560604,2.7030000,861.0000000,13.1465000,8918.0000000,3.5100000,4.5800000
False Positive,1.3812787,2.4000000,1573.0000000,5.9148800,6483.0000000,4.2800000,1.3800000
Planet Candidate,2.2813432,1.1601933,1126.6619488,12.7387194,6174.0000000,4.2740400,2.3551100
False Positive,5.4892300,3.2900000,910.0000000,11.8401000,6004.0000000,4.0600000,1.6200000
False Positive,7.3845072,4.5310000,25160.0000000,23.6091000,6149.2000000,,1.4300000
False Positive,0.4388900,0.9470000,650.0000000,6.6945600,7111.0000000,3.9100000,2.3200000
False Positive,2.3359622,6.0165684,3066.2492749,18.3852989,7577.0000000,4.0500000,2.0780001
Planet Candidate,6.8674054,3.4880000,779.0000000,2.4024000,6051.5000000,4.4800000,1.0300000
Planet Candidate,14.4318870,3.2650000,1687.0000000,3.7331100,6051.5000000,4.4800000,1.0300000
False Positive,12.6400100,6.8930000,9458.3800000,,5195.1000000,,
Confirmed Planet,10.5739824,4.0400000,5460.0000000,9.4389800,6519.0000000,4.3600000,1.2700000
Confirmed Planet,4.4247042,1.3180000,2447.0000000,8.3621000,6594.0000000,4.2300000,1.4900000
Planet Candidate,4.7182888,4.0460000,3000.0000000,15.2763000,6112.0000000,,2.7400000
Confirmed Planet,1.0082361,1.4100000,228.0000000,1.7202000,5795.2900000,4.4380000,1.1300000
Confirmed Planet,1.2168732,0.8600000,1240.0000000,3.4310600,4634.6000000,4.5100000,0.7800000
Confirmed Planet,1.4520486,1.3390000,393.0000000,1.4040000,4184.0000000,4.5737600,0.6900000
Planet Candidate,4.7319770,0.3610000,3470.0000000,6.9738400,4223.4500000,4.6174400,0.6600000
Planet Candidate,6.1182129,0.6671441,1805.1895773,6.1579891,5427.0000000,4.5146100,0.8901090
Planet Candidate,3.0197807,3.5896763,12016.7483851,17.9176077,7128.0000000,4.2376800,1.5881500
Planet Candidate,14.4204896,5.1737619,1061.4991496,4.7909139,6383.0000000,4.2451800,1.4104800
Confirmed Planet,1.0697621,1.3560000,376.0000000,1.6003700,4946.0000000,4.5383400,0.8000000
Confirmed Planet,3.0726434,2.2602485,10471.4949697,19.9197757,7164.0000000,4.2566100,1.5583100
Planet Candidate,0.8533534,1.2018737,25080.3290695,12.6007180,3658.0000000,4.4380000,0.6080760
Confirmed Planet,6.9561134,3.3628003,15989.2311010,12.0908230,5387.0000000,4.4625900,0.9400370
Planet Candidate,2.8879675,3.6626399,23489.3314084,,5780.0000000,4.4380000,
Confirmed Planet,13.0017890,4.4847322,1339.5837664,3.8480500,5914.0000000,4.4600000,1.0082600
False Positive,2.7556532,3.3967282,2854.4589288,6.4145519,4993.0000000,4.6691800,0.6969450
Planet Candidate,4.8962484,2.3624180,1186.0289925,3.5246468,4528.9900000,4.4831800,0.7999650
Planet Candidate,1.0318213,1.5990000,5577.0000000,28.2906000,5810.6000000,4.1300000,1.4900000
False Positive,0.7899900,1.1530000,5750.0000000,1.9900000,5558.0000000,4.4300000,1.1000000
False Positive,12.8075800,3.5960000,27112.7000000,11.4222000,5094.4000000,,0.6300000
False Positive,11.3562600,6.0470000,2190.0000000,12.9372000,6314.0000000,3.8700000,2.1400000
False Positive,0.6412558,1.1161082,1029.5348333,4.8412020,5854.6500000,4.1262000,1.4729200
Confirmed Planet,7.4341456,2.4240000,701.0000000,1.9773700,5064.0000000,4.5788700,0.7800000
Confirmed Planet,2.6502320,2.0300000,6449.0000000,15.9327000,7400.0000000,4.1100000,1.9400000
Planet Candidate,6.1095756,2.4410000,510.0000000,2.1996300,5587.0000000,4.5100000,0.9100000
Planet Candidate,12.4379715,1.7137815,123693.2601599,24.6478297,3275.0000000,4.7576100,0.4769970
Planet Candidate,29.8718530,4.6960535,712.5668187,2.4078494,5393.8600000,4.6780200,0.7355110
Planet Candidate,0.6858178,1.3936363,148.2277582,0.9996714,5142.0000000,4.5462200,0.8235400
Planet Candidate,0.8675883,1.3814953,321.4840933,1.4302423,5011.2200000,4.6136000,0.7452400
Confirmed Planet,18.8408910,5.7650000,331.0000000,2.0034200,6093.0000000,4.3220700,1.2200000
Confirmed Planet,5.1396666,0.8991981,769.5996824,2.2590570,5374.0000000,5.9606500,0.8159240
Confirmed Planet,9.4280902,1.3770000,799.0000000,2.4919500,5374.0000000,5.9606500,0.8200000
Confirmed Planet,27.6438617,5.3210000,560.0000000,3.6802700,5873.0000000,4.0430000,1.6200000
Confirmed Planet,6.2678320,2.7890000,321.0000000,1.9977900,5950.0000000,4.4380000,1.1500000
Planet Candidate,15.5174519,5.3220000,434.0000000,2.4359200,5780.0000000,4.4380000,1.3400000
Planet Candidate,4.6274206,4.6582573,152.4142924,1.4333200,5780.0000000,4.4380000,1.3400000
Planet Candidate,22.0929740,5.8130000,435.0000000,2.3352500,5885.0000000,4.2778200,1.2400000
Confirmed Planet,0.4090681,0.6165726,1281.2294665,1.1833779,3328.0000000,4.9161200,0.3087990
Confirmed Planet,23.5407467,4.0250000,956.0000000,2.1144100,5236.0000000,4.6389800,0.7500000
Confirmed Planet,0.4702719,1.3258819,209.4931300,1.4344026,5466.0000000,4.4862500,0.9249900
Planet Candidate,9.8130697,3.9100000,630.0000000,2.6735200,6240.0000000,4.4660700,1.0600000
Planet Candidate,4.7842093,2.9470000,390.0000000,2.1440100,6240.0000000,4.4660700,1.0600000
Planet Candidate,6.3170657,2.4466954,688.3375977,2.4720516,5180.0000000,4.5430800,0.8303100
Planet Candidate,4.5057387,1.8856750,428.7456455,1.7133121,5180.0000000,4.5430800,0.8303100
Confirmed Planet,8.0970819,3.1278520,4723.0724376,2.6354043,3391.0000000,4.8437300,0.3815860
Planet Candidate,2.3691849,1.6840374,699.3113402,1.6142010,5780.0000000,4.6475100,0.6043850
Planet Candidate,5.1300200,4.7800000,3376.0000000,8.8642800,5430.7000000,4.4000000,1.5800000
Confirmed Planet,2.0439268,1.0089370,465.1929875,1.0924808,3407.0000000,4.7606000,0.4736030
Confirmed Planet,16.5379864,2.7960000,608.0000000,2.5194800,5781.0000000,4.4306800,1.0300000
Confirmed Planet,11.0619937,1.7587777,3249.1164334,1.6184944,3248.0000000,4.9540700,0.2753640
Confirmed Planet,6.5886877,1.6780000,852.0000000,2.1274600,4920.0000000,4.6400000,0.7100000
Confirmed Planet,4.3135263,1.8740000,274.0000000,1.1740500,4920.0000000,4.6400000,0.7100000
Planet Candidate,2.6794168,2.9888010,13578.3447901,13.6925582,6075.0000000,4.3800000,1.1439400
Planet Candidate,3.6231364,2.3850000,17749.0000000,18.4921000,6458.8000000,4.3200000,1.3500000
Confirmed Planet,18.7122530,6.4750000,6066.0000000,10.3984000,6125.0000000,4.2900000,1.2700000
Planet Candidate,6.3768174,2.7520000,2760.0000000,,6393.0000000,,
False Positive,6.3055600,2.9460000,860.0000000,,,,
False Positive,6.8424983,3.3079378,8029.8803050,16.4578474,5766.0000000,4.4380000,1.1282001
Planet Candidate,3.5686777,2.5811179,20121.1854664,20.2503751,6046.0000000,4.2692900,1.2852900
Confirmed Planet,2.1779407,2.0980000,110.0000000,1.2822800,5801.8900000,4.2513200,1.2600000
Planet Candidate,11.3125266,2.5943007,861.7265878,2.6864470,5290.0000000,4.5328600,0.8548410
Planet Candidate,1.8718991,1.4750000,920.0000000,2.4073300,4201.0000000,4.5079000,0.7500000
Confirmed Planet,5.9711357,1.5478671,1437.1086027,1.8721145,3834.0000000,4.7455200,0.4907370
Confirmed Planet,15.5324385,1.7640717,2937.4953214,2.0135760,3382.0000000,4.8553200,0.3693060
Confirmed Planet,1.8805310,1.1911684,1214.0066593,1.4548629,3382.0000000,4.8553200,0.3693060
False Positive,3.4231002,2.4377583,8643.1016455,35.4084057,5620.9000000,3.6000000,2.6126101
Confirmed Planet,2.5272822,1.2658610,1847.4872236,2.2007181,3624.0000000,4.7460700,0.4901200
Confirmed Planet,20.7724316,5.5080000,1415.0000000,3.9157600,5625.5600000,4.4679800,0.9700000
Confirmed Planet,52.5637056,6.5000000,1193.0000000,3.2837200,5625.5600000,4.4679800,0.9700000
Confirmed Planet,6.3634106,2.6923020,2368.6952027,4.4784698,5103.0000000,4.5025700,0.8594830
Confirmed Planet,5.2544884,2.8980000,567.0000000,2.1916000,5958.0000000,4.4821700,0.9900000
False Positive,5.2226210,4.6936290,15867.9920175,3.7216015,3453.0000000,4.9533700,0.2759460
Planet Candidate,8.4953513,0.9060555,718.4869448,5.2961699,10012.0000000,4.2987600,1.8801600
Confirmed Planet,10.1802014,4.6130000,11500.0000000,12.3422000,5623.0000000,4.4000000,1.0400000
False Positive,16.6828999,1.8040000,2054.0000000,17.1854000,6423.0000000,3.7400000,2.6300000
Confirmed Planet,4.8670900,3.1030000,4210.0000000,7.4291500,5814.3000000,4.3400000,1.1500000
False Positive,3.3540530,1.8984151,6389.1712796,,8181.0000000,,
False Positive,2.1853174,1.6560000,1168.0000000,14.8742000,8332.0000000,3.5400000,4.0200000
Planet Candidate,5.7121916,4.7750000,7555.0000000,15.4584000,6720.0000000,4.0900000,1.7900000
False Positive,5.0037857,4.1540000,1950.0000000,6.7733800,6109.0000000,4.4200000,1.0900000
False Positive,1.1623941,1.2660000,1099.0000000,8.2166900,5843.7000000,3.8200000,2.2300000
False Positive,0.2666485,1.0750000,230.0000000,1.3046800,4154.0000000,4.5300000,0.7100000
